No,Sex,Body site
1140,male ,antecubital fossa 
1141,male ,antecubital fossa 
1142,male ,volar forearm 
1143,male ,volar forearm 
1144,male ,nare 
1145,male ,nare 
1146,male ,retroauricular crease 
1147,male ,retroauricular crease 
1148,male ,antecubital fossa 
1149,male ,antecubital fossa 
1150,male ,volar forearm 
1151,male ,volar forearm 
1152,male ,antecubital fossa 
1153,male ,antecubital fossa 
1154,male ,nare 
1155,male ,nare 
1156,male ,retroauricular crease 
1157,male ,retroauricular crease 
1158,male ,antecubital fossa 
1159,male ,antecubital fossa 
1160,male ,antecubital fossa 
1161,male ,antecubital fossa 
1162,male ,volar forearm 
1163,male ,volar forearm 
1164,male ,nare 
1165,male ,nare 
1166,male ,antecubital fossa 
1167,male ,antecubital fossa 
1168,male ,retroauricular crease 
1169,male ,retroauricular crease 
1170,male ,antecubital fossa 
1171,male ,antecubital fossa 
1172,male ,volar forearm 
1173,male ,volar forearm 
1174,male ,nare 
1175,male ,nare 
1176,male ,retroauricular crease 
1177,male ,retroauricular crease 
1178,female ,antecubital fossa 
1179,female ,antecubital fossa 
1180,female ,antecubital fossa 
1181,female ,antecubital fossa 
1182,female ,volar forearm 
1183,female ,volar forearm 
1184,female ,nare 
1185,female ,nare 
1186,female ,antecubital fossa 
1187,female ,antecubital fossa 
1188,female ,retroauricular crease 
1189,female ,retroauricular crease 
1190,female ,volar forearm 
1191,female ,volar forearm 
1192,female ,antecubital fossa 
1193,female ,antecubital fossa 
1194,female ,nare 
1195,female ,nare 
1196,female ,retroauricular crease 
1197,female ,retroauricular crease 
1198,male ,antecubital fossa 
1199,male ,antecubital fossa 
1200,male ,antecubital fossa 
1201,male ,antecubital fossa 
1202,male ,nare 
1203,male ,nare 
1204,male ,volar forearm 
1205,male ,volar forearm 
1206,male ,retroauricular crease 
1207,male ,retroauricular crease 
1208,male ,antecubital fossa 
1209,male ,antecubital fossa 
1210,male ,antecubital fossa 
1211,male ,antecubital fossa 
1212,male ,volar forearm 
1213,male ,volar forearm 
1214,male ,nare 
1215,male ,nare 
1216,male ,retroauricular crease 
1217,male ,retroauricular crease 
1218,male ,volar forearm 
1219,male ,volar forearm 
1220,male ,antecubital fossa 
1221,male ,antecubital fossa 
1222,male ,nare 
1223,male ,nare 
1224,male ,retroauricular crease 
1225,male ,retroauricular crease 
1226,male ,antecubital fossa 
1227,male ,antecubital fossa 
1228,male ,antecubital fossa 
1229,male ,antecubital fossa 
1230,male ,volar forearm 
1231,male ,volar forearm 
1232,male ,nare 
1233,male ,nare 
1234,male ,retroauricular crease 
1235,male ,retroauricular crease 
1236,male ,antecubital fossa 
1237,male ,antecubital fossa 
1238,male ,volar forearm 
1239,male ,volar forearm 
1240,male ,antecubital fossa 
1241,male ,antecubital fossa 
1242,male ,nare 
1243,male ,nare 
1244,male ,retroauricular crease 
1245,male ,retroauricular crease 
1246,female ,antecubital fossa 
1247,female ,antecubital fossa 
1248,female ,antecubital fossa 
1249,female ,antecubital fossa 
1250,female ,volar forearm 
1251,female ,volar forearm 
1252,female ,nare 
1253,female ,nare 
1254,female ,antecubital fossa 
1255,female ,antecubital fossa 
1256,female ,retroauricular crease 
1257,female ,retroauricular crease 
1258,female ,antecubital fossa 
1259,female ,antecubital fossa 
1260,female ,volar forearm 
1261,female ,volar forearm 
1262,female ,nare 
1263,female ,nare 
1264,female ,retroauricular crease 
1265,female ,retroauricular crease 
1266,female ,antecubital fossa 
1267,female ,antecubital fossa 
1268,female ,antecubital fossa 
1269,female ,antecubital fossa 
1270,female ,volar forearm 
1271,female ,volar forearm 
1272,female ,retroauricular crease 
1273,female ,retroauricular crease 
1274,female ,nare 
1275,female ,nare 
1276,female ,antecubital fossa 
1277,female ,antecubital fossa 
1278,female ,antecubital fossa 
1279,female ,antecubital fossa 
1280,female ,volar forearm 
1281,female ,volar forearm 
1282,female ,nare 
1283,female ,nare 
1284,female ,retroauricular crease 
1285,female ,retroauricular crease 
1286,female ,antecubital fossa 
1287,female ,antecubital fossa 
1288,female ,nare 
1289,female ,nare 
1290,female ,retroauricular crease 
1291,female ,retroauricular crease 
1292,male ,antecubital fossa 
1293,male ,antecubital fossa 
1294,male ,nare 
1295,male ,nare 
1296,male ,retroauricular crease 
1297,male ,retroauricular crease 
1298,female ,antecubital fossa 
1299,female ,antecubital fossa 
1300,female ,nare 
1301,female ,nare 
1302,male ,antecubital fossa 
1303,male ,antecubital fossa 
1304,male ,antecubital fossa 
1305,male ,antecubital fossa 
1306,male ,nare 
1307,male ,nare 
1308,male ,nare 
1309,male ,nare 
1310,male ,retroauricular crease 
1311,male ,retroauricular crease 
1312,male ,retroauricular crease 
1313,male ,retroauricular crease 
1314,female ,retroauricular crease 
1315,female ,retroauricular crease 
1316,female ,nare 
1317,female ,nare 
1318,female ,antecubital fossa 
1319,female ,antecubital fossa 
1320,female ,volar forearm 
1321,female ,volar forearm 
1322,male ,nare 
1323,male ,nare 
1324,female ,popliteal fossa 
1325,female ,popliteal fossa 
1326,male ,retroauricular crease 
1327,male ,retroauricular crease 
1328,male ,antecubital fossa 
1329,male ,antecubital fossa 
1330,male ,nare 
1331,male ,nare 
1332,male ,retroauricular crease 
1333,male ,retroauricular crease 
1334,male ,antecubital fossa 
1335,male ,antecubital fossa 
1336,male ,antecubital fossa 
1337,male ,antecubital fossa 
1338,male ,nare 
1339,male ,nare 
1340,male ,popliteal fossa 
1341,male ,popliteal fossa 
1342,female ,nare 
1343,female ,nare 
1344,female ,retroauricular crease 
1345,female ,retroauricular crease 
1346,female ,antecubital fossa 
1347,female ,antecubital fossa 
1348,male ,nare 
1349,male ,nare 
1350,male ,retroauricular crease 
1351,male ,retroauricular crease 
1352,male ,antecubital fossa 
1353,male ,antecubital fossa 
1354,female ,nare 
1355,female ,nare 
1356,female ,retroauricular crease 
1357,female ,retroauricular crease 
1358,female ,antecubital fossa 
1359,female ,antecubital fossa 
1360,female ,antecubital fossa 
1361,female ,antecubital fossa 
1362,female ,antecubital fossa 
1363,female ,antecubital fossa 
1364,female ,volar forearm 
1365,female ,volar forearm 
1366,female ,volar forearm 
1367,female ,volar forearm 
1368,female ,popliteal fossa 
1369,female ,popliteal fossa 
1370,male ,nare 
1371,male ,nare 
1372,male ,retroauricular crease 
1373,male ,retroauricular crease 
1374,male ,volar forearm 
1375,male ,volar forearm 
1376,male ,volar forearm 
1377,male ,volar forearm 
1378,male ,popliteal fossa 
1379,male ,popliteal fossa 
1380,female ,nare 
1381,female ,nare 
1382,female ,retroauricular crease 
1383,female ,retroauricular crease 
1384,female ,antecubital fossa 
1385,female ,antecubital fossa 
1386,female ,antecubital fossa 
1387,female ,antecubital fossa 
1388,female ,antecubital fossa 
1389,female ,antecubital fossa 
1390,female ,volar forearm 
1391,female ,volar forearm 
1392,female ,volar forearm 
1393,female ,volar forearm 
1394,female ,popliteal fossa 
1395,female ,popliteal fossa 
1396,male ,nare 
1397,male ,nare 
1398,male ,retroauricular crease 
1399,male ,retroauricular crease 
1400,male ,antecubital fossa 
1401,male ,antecubital fossa 
1402,male ,antecubital fossa 
1403,male ,antecubital fossa 
1404,male ,antecubital fossa 
1405,male ,antecubital fossa 
1406,male ,volar forearm 
1407,male ,volar forearm 
1408,male ,volar forearm 
1409,male ,volar forearm 
1410,male ,popliteal fossa 
1411,male ,popliteal fossa 
1412,female ,retroauricular crease 
1413,female ,retroauricular crease 
1414,female ,nare 
1415,female ,nare 
1416,female ,volar forearm 
1417,female ,volar forearm 
1418,male ,retroauricular crease 
1419,male ,retroauricular crease 
1420,male ,nare 
1421,male ,nare 
1422,male ,nare 
1423,male ,nare 
1424,female ,retroauricular crease 
1425,female ,retroauricular crease 
1426,female ,popliteal fossa 
1427,female ,popliteal fossa 
1428,female ,nare 
1429,female ,nare 
1430,female ,retroauricular crease 
1431,female ,retroauricular crease 
1432,male ,retroauricular crease 
1433,male ,retroauricular crease 
1434,female ,volar forearm 
1435,female ,volar forearm 
1436,male ,nare 
1437,male ,nare 
1438,female ,antecubital fossa 
1439,female ,antecubital fossa 
1440,female ,nare 
1441,female ,nare 
1442,female ,retroauricular crease 
1443,female ,retroauricular crease 
1444,male ,retroauricular crease 
1445,male ,retroauricular crease 
1446,male ,retroauricular crease 
1447,male ,retroauricular crease 
1448,male ,retroauricular crease 
1449,male ,retroauricular crease 
1450,male ,nare 
1451,male ,nare 
1452,male ,retroauricular crease 
1453,male ,retroauricular crease 
1454,male ,retroauricular crease 
1455,male ,retroauricular crease 
1456,male ,volar forearm 
1457,male ,volar forearm 
1458,male ,antecubital fossa 
1459,male ,antecubital fossa 
1460,male ,nare 
1461,male ,nare 
1462,female ,popliteal fossa 
1463,female ,popliteal fossa 
1464,female ,nare 
1465,female ,nare 
1466,male ,antecubital fossa 
1467,male ,antecubital fossa 
1468,male ,antecubital fossa 
1469,male ,antecubital fossa 
1470,male ,volar forearm 
1471,male ,volar forearm 
1472,male ,retroauricular crease 
1473,male ,retroauricular crease 
1474,male ,antecubital fossa 
1475,male ,antecubital fossa 
1476,male ,nare 
1477,male ,nare 
1478,male ,volar forearm 
1479,male ,volar forearm 
1480,male ,antecubital fossa 
1481,male ,antecubital fossa 
1482,male ,retroauricular crease 
1483,male ,retroauricular crease 
1484,male ,nare 
1485,male ,nare 
1486,female ,antecubital fossa 
1487,female ,antecubital fossa 
1488,female ,volar forearm 
1489,female ,volar forearm 
1490,female ,retroauricular crease 
1491,female ,retroauricular crease 
1492,female ,nare 
1493,female ,nare 
1494,female ,antecubital fossa 
1495,female ,antecubital fossa 
1496,female ,antecubital fossa 
1497,female ,antecubital fossa 
1498,female ,volar forearm 
1499,female ,volar forearm 
1500,female ,retroauricular crease 
1501,female ,retroauricular crease 
1502,female ,nare 
1503,female ,nare 
1504,female ,antecubital fossa 
1505,female ,antecubital fossa 
1506,female ,antecubital fossa 
1507,female ,antecubital fossa 
1508,female ,volar forearm 
1509,female ,volar forearm 
1510,female ,retroauricular crease 
1511,female ,retroauricular crease 
1512,female ,nare 
1513,female ,nare 
1514,male ,antecubital fossa 
1515,male ,antecubital fossa 
1516,male ,antecubital fossa 
1517,male ,antecubital fossa 
1518,male ,volar forearm 
1519,male ,volar forearm 
1520,male ,retroauricular crease 
1521,male ,retroauricular crease 
1522,male ,nare 
1523,male ,nare 
1524,female ,antecubital fossa 
1525,female ,antecubital fossa 
1526,female ,antecubital fossa 
1527,female ,antecubital fossa 
1528,female ,volar forearm 
1529,female ,volar forearm 
1530,female ,retroauricular crease 
1531,female ,retroauricular crease 
1532,female ,nare 
1533,female ,nare 
1534,female ,antecubital fossa 
1535,female ,antecubital fossa 
1536,female ,antecubital fossa 
1537,female ,antecubital fossa 
1538,female ,volar forearm 
1539,female ,volar forearm 
1540,female ,retroauricular crease 
1541,female ,retroauricular crease 
1542,female ,nare 
1543,female ,nare 
1544,female ,antecubital fossa 
1545,female ,antecubital fossa 
1546,female ,volar forearm 
1547,female ,volar forearm 
1548,female ,popliteal fossa 
1549,female ,popliteal fossa 
1550,female ,retroauricular crease 
1551,female ,retroauricular crease 
1552,female ,nare 
1553,female ,nare 
1554,male ,antecubital fossa 
1555,male ,antecubital fossa 
1556,male ,nare 
1557,male ,nare 
1558,male ,retroauricular crease 
1559,male ,retroauricular crease 
1560,male ,antecubital fossa 
1561,male ,antecubital fossa 
1562,male ,nare 
1563,male ,nare 
1564,male ,retroauricular crease 
1565,male ,retroauricular crease 
1566,male ,volar forearm 
1567,male ,volar forearm 
1568,male ,antecubital fossa 
1569,male ,antecubital fossa 
1570,male ,antecubital fossa 
1571,male ,antecubital fossa 
1572,male ,antecubital fossa 
1573,male ,antecubital fossa 
1574,male ,antecubital fossa 
1575,male ,antecubital fossa 
1576,male ,antecubital fossa 
1577,male ,antecubital fossa 
1578,male ,antecubital fossa 
1579,male ,antecubital fossa 
1580,male ,antecubital fossa 
1581,male ,antecubital fossa 
1582,male ,antecubital fossa 
1583,male ,antecubital fossa 
1584,male ,antecubital fossa 
1585,male ,antecubital fossa 
1586,male ,volar forearm 
1587,male ,volar forearm 
1588,male ,volar forearm 
1589,male ,volar forearm 
1590,male ,volar forearm 
1591,male ,volar forearm 
1592,male ,volar forearm 
1593,male ,volar forearm 
1594,male ,volar forearm 
1595,male ,volar forearm 
1596,male ,volar forearm 
1597,male ,volar forearm 
1598,male ,volar forearm 
1599,male ,volar forearm 
1600,male ,volar forearm 
1601,male ,volar forearm 
1602,male ,popliteal fossa 
1603,male ,popliteal fossa 
1604,male ,popliteal fossa 
1605,male ,popliteal fossa 
1606,male ,popliteal fossa 
1607,male ,popliteal fossa 
1608,male ,popliteal fossa 
1609,male ,popliteal fossa 
1610,male ,nare 
1611,male ,nare 
1612,male ,nare 
1613,male ,nare 
1614,male ,retroauricular crease 
1615,male ,retroauricular crease 
1616,male ,retroauricular crease 
1617,male ,retroauricular crease 
1618,male ,retroauricular crease 
1619,male ,retroauricular crease 
1620,male ,retroauricular crease 
1621,male ,retroauricular crease 
1622,male ,retroauricular crease 
1623,male ,retroauricular crease 
1624,male ,retroauricular crease 
1625,male ,retroauricular crease 
1626,male ,retroauricular crease 
1627,male ,retroauricular crease 
1628,male ,retroauricular crease 
1629,male ,retroauricular crease 
1630,male ,nare 
1631,male ,nare 
1632,male ,nare 
1633,male ,nare 
1634,female ,antecubital fossa 
1635,female ,antecubital fossa 
1636,female ,nare 
1637,female ,nare 
1638,female ,antecubital fossa 
1639,female ,antecubital fossa 
1640,female ,nare 
1641,female ,nare 
1642,male ,antecubital fossa 
1643,male ,antecubital fossa 
1644,male ,antecubital fossa 
1645,male ,antecubital fossa 
1646,male ,antecubital fossa 
1647,male ,antecubital fossa 
1648,male ,antecubital fossa 
1649,male ,antecubital fossa 
1650,male ,antecubital fossa 
1651,male ,antecubital fossa 
1652,male ,antecubital fossa 
1653,male ,antecubital fossa 
1654,male ,antecubital fossa 
1655,male ,antecubital fossa 
1656,male ,antecubital fossa 
1657,male ,antecubital fossa 
1658,male ,volar forearm 
1659,male ,volar forearm 
1660,male ,volar forearm 
1661,male ,volar forearm 
1662,male ,volar forearm 
1663,male ,volar forearm 
1664,male ,volar forearm 
1665,male ,volar forearm 
1666,male ,volar forearm 
1667,male ,volar forearm 
1668,male ,volar forearm 
1669,male ,volar forearm 
1670,male ,volar forearm 
1671,male ,volar forearm 
1672,male ,volar forearm 
1673,male ,volar forearm 
1674,male ,popliteal fossa 
1675,male ,popliteal fossa 
1676,male ,popliteal fossa 
1677,male ,popliteal fossa 
1678,male ,popliteal fossa 
1679,male ,popliteal fossa 
1680,male ,popliteal fossa 
1681,male ,popliteal fossa 
1682,male ,nare 
1683,male ,nare 
1684,male ,nare 
1685,male ,nare 
1686,male ,retroauricular crease 
1687,male ,retroauricular crease 
1688,male ,retroauricular crease 
1689,male ,retroauricular crease 
1690,male ,retroauricular crease 
1691,male ,retroauricular crease 
1692,male ,retroauricular crease 
1693,male ,retroauricular crease 
1694,male ,retroauricular crease 
1695,male ,retroauricular crease 
1696,male ,retroauricular crease 
1697,male ,retroauricular crease 
1698,male ,retroauricular crease 
1699,male ,retroauricular crease 
1700,male ,retroauricular crease 
1701,male ,retroauricular crease 
1702,male ,nare 
1703,male ,nare 
1704,male ,nare 
1705,male ,nare 
1706,female ,antecubital fossa 
1707,female ,antecubital fossa 
1708,female ,antecubital fossa 
1709,female ,antecubital fossa 
1710,female ,nare 
1711,female ,nare 
1712,female ,nare 
1713,female ,nare 
1714,female ,retroauricular crease 
1715,female ,retroauricular crease 
1716,female ,retroauricular crease 
1717,female ,retroauricular crease 
1718,female ,volar forearm 
1719,female ,volar forearm 
1720,female ,volar forearm 
1721,female ,volar forearm 
1722,male ,antecubital fossa 
1723,male ,antecubital fossa 
1724,male ,antecubital fossa 
1725,male ,antecubital fossa 
1726,male ,nare 
1727,male ,nare 
1728,male ,nare 
1729,male ,nare 
1730,male ,retroauricular crease 
1731,male ,retroauricular crease 
1732,male ,retroauricular crease 
1733,male ,retroauricular crease 
1734,male ,retroauricular crease 
1735,male ,retroauricular crease 
1736,male ,volar forearm 
1737,male ,volar forearm 
1738,male ,volar forearm 
1739,male ,volar forearm 
1740,male ,antecubital fossa 
1741,male ,antecubital fossa 
1742,male ,antecubital fossa 
1743,male ,antecubital fossa 
1744,male ,volar forearm 
1745,male ,volar forearm 
1746,male ,volar forearm 
1747,male ,volar forearm 
1748,male ,nare 
1749,male ,nare 
1750,male ,nare 
1751,male ,nare 
1752,male ,popliteal fossa 
1753,male ,popliteal fossa 
1754,male ,popliteal fossa 
1755,male ,popliteal fossa 
1756,male ,retroauricular crease 
1757,male ,retroauricular crease 
1758,male ,retroauricular crease 
1759,male ,retroauricular crease 
1760,male ,antecubital fossa 
1761,male ,antecubital fossa 
1762,male ,antecubital fossa 
1763,male ,antecubital fossa 
1764,male ,antecubital fossa 
1765,male ,antecubital fossa 
1766,male ,antecubital fossa 
1767,male ,antecubital fossa 
1768,male ,antecubital fossa 
1769,male ,antecubital fossa 
1770,male ,antecubital fossa 
1771,male ,antecubital fossa 
1772,male ,antecubital fossa 
1773,male ,antecubital fossa 
1774,male ,antecubital fossa 
1775,male ,antecubital fossa 
1776,male ,volar forearm 
1777,male ,volar forearm 
1778,male ,volar forearm 
1779,male ,volar forearm 
1780,male ,volar forearm 
1781,male ,volar forearm 
1782,male ,volar forearm 
1783,male ,volar forearm 
1784,male ,volar forearm 
1785,male ,volar forearm 
1786,male ,volar forearm 
1787,male ,volar forearm 
1788,male ,volar forearm 
1789,male ,volar forearm 
1790,male ,volar forearm 
1791,male ,volar forearm 
1792,male ,popliteal fossa 
1793,male ,popliteal fossa 
1794,male ,popliteal fossa 
1795,male ,popliteal fossa 
1796,male ,popliteal fossa 
1797,male ,popliteal fossa 
1798,male ,popliteal fossa 
1799,male ,popliteal fossa 
1800,male ,nare 
1801,male ,nare 
1802,male ,nare 
1803,male ,nare 
1804,male ,retroauricular crease 
1805,male ,retroauricular crease 
1806,male ,retroauricular crease 
1807,male ,retroauricular crease 
1808,male ,retroauricular crease 
1809,male ,retroauricular crease 
1810,male ,retroauricular crease 
1811,male ,retroauricular crease 
1812,male ,retroauricular crease 
1813,male ,retroauricular crease 
1814,male ,retroauricular crease 
1815,male ,retroauricular crease 
1816,male ,retroauricular crease 
1817,male ,retroauricular crease 
1818,male ,retroauricular crease 
1819,male ,retroauricular crease 
1820,male ,nare 
1821,male ,nare 
1822,male ,nare 
1823,male ,nare 
1824,female ,volar forearm 
1825,female ,volar forearm 
1826,female ,nare 
1827,female ,nare 
1828,female ,nare 
1829,female ,nare 
1830,female ,nare 
1831,female ,nare 
1832,female ,nare 
1833,female ,nare 
1834,female ,nare 
1835,female ,nare 
1836,male ,nare 
1837,male ,nare 
1838,male ,nare 
1839,male ,nare 
1840,male ,nare 
1841,male ,nare 
1842,male ,nare 
1843,male ,nare 
1844,female ,nare 
1845,female ,nare 
1846,female ,nare 
1847,female ,nare 
1848,female ,nare 
1849,female ,nare 
1850,male ,nare 
1851,male ,nare 
1852,male ,nare 
1853,male ,nare 
1854,male ,nare 
1855,male ,nare 
1856,male ,nare 
1857,male ,nare 
1858,male ,retroauricular crease 
1859,male ,retroauricular crease 
1860,male ,volar forearm 
1861,male ,volar forearm 
1862,male ,antecubital fossa 
1863,male ,antecubital fossa 
1864,male ,popliteal fossa 
1865,male ,popliteal fossa 
1866,female ,volar forearm 
1867,female ,volar forearm 
1868,female ,antecubital fossa 
1869,female ,antecubital fossa 
1870,female ,antecubital fossa 
1871,female ,antecubital fossa 
1872,female ,volar forearm 
1873,female ,volar forearm 
1874,female ,antecubital fossa 
1875,female ,antecubital fossa 
1876,female ,volar forearm 
1877,female ,volar forearm 
1878,female ,antecubital fossa 
1879,female ,antecubital fossa 
1880,female ,volar forearm 
1881,female ,volar forearm 
1882,female ,antecubital fossa 
1883,female ,antecubital fossa 
1884,female ,volar forearm 
1885,female ,volar forearm 
1886,male ,antecubital fossa 
1887,male ,antecubital fossa 
1888,male ,volar forearm 
1889,male ,volar forearm 
1890,male ,antecubital fossa 
1891,male ,antecubital fossa 
1892,male ,volar forearm 
1893,male ,volar forearm 
1894,male ,antecubital fossa 
1895,male ,antecubital fossa 
1896,male ,volar forearm 
1897,male ,volar forearm 
1898,male ,volar forearm 
1899,male ,volar forearm 
1900,male ,antecubital fossa 
1901,male ,antecubital fossa 
1902,female ,antecubital fossa 
1903,female ,antecubital fossa 
1904,female ,volar forearm 
1905,female ,volar forearm 
1906,female ,antecubital fossa 
1907,female ,antecubital fossa 
1908,female ,volar forearm 
1909,female ,volar forearm 
1910,female ,antecubital fossa 
1911,female ,antecubital fossa 
1912,female ,volar forearm 
1913,female ,volar forearm 
1914,male ,antecubital fossa 
1915,male ,antecubital fossa 
1916,male ,volar forearm 
1917,male ,volar forearm 
1918,male ,antecubital fossa 
1919,male ,antecubital fossa 
1920,male ,volar forearm 
1921,male ,volar forearm 
1922,male ,antecubital fossa 
1923,male ,antecubital fossa 
1924,male ,volar forearm 
1925,male ,volar forearm 
1926,male ,antecubital fossa 
1927,male ,antecubital fossa 
1928,male ,antecubital fossa 
1929,male ,antecubital fossa 
1930,male ,volar forearm 
1931,male ,volar forearm 
1932,male ,retroauricular crease 
1933,male ,retroauricular crease 
1934,male ,nare 
1935,male ,nare 
1936,female ,antecubital fossa 
1937,female ,antecubital fossa 
1938,female ,antecubital fossa 
1939,female ,antecubital fossa 
1940,female ,volar forearm 
1941,female ,volar forearm 
1942,female ,retroauricular crease 
1943,female ,retroauricular crease 
1944,female ,nare 
1945,female ,nare 
1946,male ,antecubital fossa 
1947,male ,antecubital fossa 
1948,male ,antecubital fossa 
1949,male ,antecubital fossa 
1950,male ,volar forearm 
1951,male ,volar forearm 
1952,male ,retroauricular crease 
1953,male ,retroauricular crease 
1954,male ,nare 
1955,male ,nare 
1956,male ,antecubital fossa 
1957,male ,antecubital fossa 
1958,male ,antecubital fossa 
1959,male ,antecubital fossa 
1960,male ,volar forearm 
1961,male ,volar forearm 
1962,male ,retroauricular crease 
1963,male ,retroauricular crease 
1964,male ,nare 
1965,male ,nare 
1966,female ,antecubital fossa 
1967,female ,antecubital fossa 
1968,female ,antecubital fossa 
1969,female ,antecubital fossa 
1970,female ,volar forearm 
1971,female ,volar forearm 
1972,female ,retroauricular crease 
1973,female ,retroauricular crease 
1974,female ,nare 
1975,female ,nare 
1976,male ,antecubital fossa 
1977,male ,antecubital fossa 
1978,male ,antecubital fossa 
1979,male ,antecubital fossa 
1980,male ,volar forearm 
1981,male ,volar forearm 
1982,male ,retroauricular crease 
1983,male ,retroauricular crease 
1984,male ,nare 
1985,male ,nare 
1986,male ,antecubital fossa 
1987,male ,antecubital fossa 
1988,male ,antecubital fossa 
1989,male ,antecubital fossa 
1990,male ,volar forearm 
1991,male ,volar forearm 
1992,male ,retroauricular crease 
1993,male ,retroauricular crease 
1994,male ,nare 
1995,male ,nare 
1996,female ,antecubital fossa 
1997,female ,antecubital fossa 
1998,female ,antecubital fossa 
1999,female ,antecubital fossa 
2000,female ,volar forearm 
2001,female ,volar forearm 
2002,female ,retroauricular crease 
2003,female ,retroauricular crease 
2004,female ,nare 
2005,female ,nare 
2006,female ,antecubital fossa 
2007,female ,antecubital fossa 
2008,female ,antecubital fossa 
2009,female ,antecubital fossa 
2010,female ,volar forearm 
2011,female ,volar forearm 
2012,female ,nare 
2013,female ,nare 
2014,female ,retroauricular crease 
2015,female ,retroauricular crease 
2016,female ,antecubital fossa 
2017,female ,antecubital fossa 
2018,female ,antecubital fossa 
2019,female ,antecubital fossa 
2020,female ,volar forearm 
2021,female ,volar forearm 
2022,female ,retroauricular crease 
2023,female ,retroauricular crease 
2024,female ,nare 
2025,female ,nare 
2026,female ,antecubital fossa 
2027,female ,antecubital fossa 
2028,female ,antecubital fossa 
2029,female ,antecubital fossa 
2030,female ,volar forearm 
2031,female ,volar forearm 
2032,female ,retroauricular crease 
2033,female ,retroauricular crease 
2034,female ,nare 
2035,female ,nare 
2036,female ,antecubital fossa 
2037,female ,antecubital fossa 
2038,female ,antecubital fossa 
2039,female ,antecubital fossa 
2040,female ,volar forearm 
2041,female ,volar forearm 
2042,female ,nare 
2043,female ,nare 
2044,female ,antecubital fossa 
2045,female ,antecubital fossa 
2046,female ,antecubital fossa 
2047,female ,antecubital fossa 
2048,female ,volar forearm 
2049,female ,volar forearm 
2050,female ,retroauricular crease 
2051,female ,retroauricular crease 
2052,female ,nare 
2053,female ,nare 
2054,female ,antecubital fossa 
2055,female ,antecubital fossa 
2056,female ,antecubital fossa 
2057,female ,antecubital fossa 
2058,female ,volar forearm 
2059,female ,volar forearm 
2060,female ,retroauricular crease 
2061,female ,retroauricular crease 
2062,male ,antecubital fossa 
2063,male ,antecubital fossa 
2064,female ,nare 
2065,female ,nare 
2066,male ,antecubital fossa 
2067,male ,antecubital fossa 
2068,male ,volar forearm 
2069,male ,volar forearm 
2070,male ,retroauricular crease 
2071,male ,retroauricular crease 
2072,male ,nare 
2073,male ,nare 
2074,male ,antecubital fossa 
2075,male ,antecubital fossa 
2076,male ,antecubital fossa 
2077,male ,antecubital fossa 
2078,male ,volar forearm 
2079,male ,volar forearm 
2080,male ,retroauricular crease 
2081,male ,retroauricular crease 
2082,male ,antecubital fossa 
2083,male ,antecubital fossa 
2084,male ,nare 
2085,male ,nare 
2086,male ,volar forearm 
2087,male ,volar forearm 
2088,male ,antecubital fossa 
2089,male ,antecubital fossa 
2090,male ,retroauricular crease 
2091,male ,retroauricular crease 
2092,male ,nare 
2093,male ,nare 
2094,male ,antecubital fossa 
2095,male ,antecubital fossa 
2096,male ,antecubital fossa 
2097,male ,antecubital fossa 
2098,male ,volar forearm 
2099,male ,volar forearm 
2100,male ,retroauricular crease 
2101,male ,retroauricular crease 
2102,male ,nare 
2103,male ,nare 
2104,male ,antecubital fossa 
2105,male ,antecubital fossa 
2106,male ,volar forearm 
2107,male ,volar forearm 
2108,male ,retroauricular crease 
2109,male ,retroauricular crease 
2110,male ,nare 
2111,male ,nare 
2112,male ,retroauricular crease 
2113,male ,retroauricular crease 
2114,male ,antecubital fossa 
2115,male ,antecubital fossa 
2116,male ,nare 
2117,male ,nare 
2118,male ,volar forearm 
2119,male ,volar forearm 
2120,male ,retroauricular crease 
2121,male ,retroauricular crease 
2122,male ,nare 
2123,male ,nare 
2124,male ,antecubital fossa 
2125,male ,antecubital fossa 
2126,male ,volar forearm 
2127,male ,volar forearm 
2128,male ,retroauricular crease 
2129,male ,retroauricular crease 
2130,male ,nare 
2131,male ,nare 
2132,male ,antecubital fossa 
2133,male ,antecubital fossa 
2134,male ,volar forearm 
2135,male ,volar forearm 
2136,male ,retroauricular crease 
2137,male ,retroauricular crease 
2138,male ,nare 
2139,male ,nare 
2140,male ,antecubital fossa 
2141,male ,antecubital fossa 
2142,male ,antecubital fossa 
2143,male ,antecubital fossa 
2144,male ,antecubital fossa 
2145,male ,antecubital fossa 
2146,male ,antecubital fossa 
2147,male ,antecubital fossa 
2148,male ,volar forearm 
2149,male ,volar forearm 
2150,female ,antecubital fossa 
2151,female ,antecubital fossa 
2152,male ,antecubital fossa 
2153,male ,antecubital fossa 
2154,male ,antecubital fossa 
2155,male ,antecubital fossa 
2156,female ,antecubital fossa 
2157,female ,antecubital fossa 
2158,female ,antecubital fossa 
2159,female ,antecubital fossa 
2160,female ,antecubital fossa 
2161,female ,antecubital fossa 
2162,female ,antecubital fossa 
2163,female ,antecubital fossa 
2164,female ,volar forearm 
2165,female ,volar forearm 
2166,female ,antecubital fossa 
2167,female ,antecubital fossa 
2168,female ,antecubital fossa 
2169,female ,antecubital fossa 
2170,female ,antecubital fossa 
2171,female ,antecubital fossa 
2172,female ,volar forearm 
2173,female ,volar forearm 
