No,Sex,Body site
2174,female ,retroauricular crease 
2175,female ,retroauricular crease 
2176,female ,antecubital fossa 
2177,female ,antecubital fossa 
2178,female ,volar forearm 
2179,female ,volar forearm 
2180,male ,antecubital fossa 
2181,male ,antecubital fossa 
2182,male ,volar forearm 
2183,male ,volar forearm 
2184,male ,retroauricular crease 
2185,male ,retroauricular crease 
2186,male ,antecubital fossa 
2187,male ,antecubital fossa 
2188,male ,antecubital fossa 
2189,male ,antecubital fossa 
2190,male ,volar forearm 
2191,male ,volar forearm 
2192,male ,retroauricular crease 
2193,male ,retroauricular crease 
2194,male ,antecubital fossa 
2195,male ,antecubital fossa 
2196,male ,antecubital fossa 
2197,male ,antecubital fossa 
2198,male ,volar forearm 
2199,male ,volar forearm 
2200,male ,retroauricular crease 
2201,male ,retroauricular crease 
2202,male ,antecubital fossa 
2203,male ,antecubital fossa 
2204,male ,retroauricular crease 
2205,male ,retroauricular crease 
2206,male ,antecubital fossa 
2207,male ,antecubital fossa 
2208,male ,volar forearm 
2209,male ,volar forearm 
2210,male ,retroauricular crease 
2211,male ,retroauricular crease 
2212,male ,nare 
2213,male ,nare 
2214,male ,antecubital fossa 
2215,male ,antecubital fossa 
2216,male ,volar forearm 
2217,male ,volar forearm 
2218,male ,retroauricular crease 
2219,male ,retroauricular crease 
2220,male ,nare 
2221,male ,nare 
2222,male ,antecubital fossa 
2223,male ,antecubital fossa 
2224,male ,volar forearm 
2225,male ,volar forearm 
2226,male ,retroauricular crease 
2227,male ,retroauricular crease 
2228,male ,nare 
2229,male ,nare 
2230,female ,popliteal fossa 
2231,female ,popliteal fossa 
2232,female ,volar forearm 
2233,female ,volar forearm 
2234,female ,antecubital fossa 
2235,female ,antecubital fossa 
2236,female ,retroauricular crease 
2237,female ,retroauricular crease 
2238,male ,antecubital fossa 
2239,male ,antecubital fossa 
2240,female ,nare 
2241,female ,nare 
2242,male ,popliteal fossa 
2243,male ,popliteal fossa 
2244,male ,volar forearm 
2245,male ,volar forearm 
2246,male ,nare 
2247,male ,nare 
2248,male ,retroauricular crease 
2249,male ,retroauricular crease 
2250,male ,antecubital fossa 
2251,male ,antecubital fossa 
2252,male ,volar forearm 
2253,male ,volar forearm 
2254,male ,popliteal fossa 
2255,male ,popliteal fossa 
2256,male ,retroauricular crease 
2257,male ,retroauricular crease 
2258,male ,nare 
2259,male ,nare 
2260,female ,antecubital fossa 
2261,female ,antecubital fossa 
2262,female ,volar forearm 
2263,female ,volar forearm 
2264,female ,popliteal fossa 
2265,female ,popliteal fossa 
2266,female ,retroauricular crease 
2267,female ,retroauricular crease 
2268,female ,nare 
2269,female ,nare 
2270,male ,antecubital fossa 
2271,male ,antecubital fossa 
2272,male ,volar forearm 
2273,male ,volar forearm 
2274,male ,popliteal fossa 
2275,male ,popliteal fossa 
2276,male ,retroauricular crease 
2277,male ,retroauricular crease 
2278,male ,nare 
2279,male ,nare 
2280,male ,volar forearm 
2281,male ,volar forearm 
2282,male ,volar forearm 
2283,male ,volar forearm 
2284,male ,volar forearm 
2285,male ,volar forearm 
2286,male ,volar forearm 
2287,male ,volar forearm 
2288,male ,volar forearm 
2289,male ,volar forearm 
2290,male ,volar forearm 
2291,male ,volar forearm 
2292,male ,nare 
2293,male ,nare 
2294,male ,nare 
2295,male ,nare 
2296,male ,nare 
2297,male ,nare 
2298,male ,nare 
2299,male ,nare 
2300,male ,nare 
2301,male ,nare 
2302,male ,nare 
2303,male ,nare 
2304,male ,volar forearm 
2305,male ,volar forearm 
2306,male ,volar forearm 
2307,male ,volar forearm 
2308,male ,volar forearm 
2309,male ,volar forearm 
2310,male ,volar forearm 
2311,male ,volar forearm 
2312,male ,volar forearm 
2313,male ,volar forearm 
2314,male ,volar forearm 
2315,male ,volar forearm 
2316,male ,nare 
2317,male ,nare 
2318,male ,nare 
2319,male ,nare 
2320,male ,nare 
2321,male ,nare 
2322,male ,nare 
2323,male ,nare 
2324,male ,nare 
2325,male ,nare 
2326,male ,nare 
2327,male ,nare 
2328,female ,antecubital fossa 
2329,female ,antecubital fossa 
2330,female ,antecubital fossa 
2331,female ,antecubital fossa 
2332,female ,antecubital fossa 
2333,female ,antecubital fossa 
2334,male ,antecubital fossa 
2335,male ,antecubital fossa 
2336,male ,antecubital fossa 
2337,male ,antecubital fossa 
2338,female ,antecubital fossa 
2339,female ,antecubital fossa 
2340,female ,antecubital fossa 
2341,female ,antecubital fossa 
2342,female ,volar forearm 
2343,female ,volar forearm 
2344,male ,antecubital fossa 
2345,male ,antecubital fossa 
2346,female ,antecubital fossa 
2347,female ,antecubital fossa 
2348,female ,antecubital fossa 
2349,female ,antecubital fossa 
2350,female ,antecubital fossa 
2351,female ,antecubital fossa 
2352,male ,antecubital fossa 
2353,male ,antecubital fossa 
2354,male ,antecubital fossa 
2355,male ,antecubital fossa 
2356,female ,antecubital fossa 
2357,female ,antecubital fossa 
2358,female ,antecubital fossa 
2359,female ,antecubital fossa 
2360,female ,volar forearm 
2361,female ,volar forearm 
2362,male ,antecubital fossa 
2363,male ,antecubital fossa 
2364,male ,antecubital fossa 
2365,male ,antecubital fossa 
2366,male ,volar forearm 
2367,male ,volar forearm 
2368,male ,popliteal fossa 
2369,male ,popliteal fossa 
2370,male ,retroauricular crease 
2371,male ,retroauricular crease 
2372,male ,nare 
2373,male ,nare 
2374,female ,retroauricular crease 
2375,female ,retroauricular crease 
2376,female ,antecubital fossa 
2377,female ,antecubital fossa 
2378,female ,volar forearm 
2379,female ,volar forearm 
2380,female ,antecubital fossa 
2381,female ,antecubital fossa 
2382,female ,nare 
2383,female ,nare 
2384,male ,antecubital fossa 
2385,male ,antecubital fossa 
2386,male ,nare 
2387,male ,nare 
2388,male ,retroauricular crease 
2389,male ,retroauricular crease 
2390,female ,volar forearm 
2391,female ,volar forearm 
2392,male ,volar forearm 
2393,male ,volar forearm 
2394,female ,antecubital fossa 
2395,female ,antecubital fossa 
2396,female ,nare 
2397,female ,nare 
2398,female ,retroauricular crease 
2399,female ,retroauricular crease 
2400,female ,volar forearm 
2401,female ,volar forearm 
2402,female ,volar forearm 
2403,female ,volar forearm 
2404,female ,volar forearm 
2405,female ,volar forearm 
2406,female ,volar forearm 
2407,female ,volar forearm 
2408,female ,volar forearm 
2409,female ,volar forearm 
2410,male ,volar forearm 
2411,male ,volar forearm 
2412,male ,volar forearm 
2413,male ,volar forearm 
2414,female ,antecubital fossa 
2415,female ,antecubital fossa 
2416,female ,popliteal fossa 
2417,female ,popliteal fossa 
2418,female ,retroauricular crease 
2419,female ,retroauricular crease 
2420,male ,antecubital fossa 
2421,male ,antecubital fossa 
2422,male ,popliteal fossa 
2423,male ,popliteal fossa 
2424,male ,retroauricular crease 
2425,male ,retroauricular crease 
2426,female ,volar forearm 
2427,female ,volar forearm 
2428,male ,popliteal fossa 
2429,male ,popliteal fossa 
2430,male ,antecubital fossa 
2431,male ,antecubital fossa 
2432,male ,volar forearm 
2433,male ,volar forearm 
2434,male ,retroauricular crease 
2435,male ,retroauricular crease 
2436,male ,volar forearm 
2437,male ,volar forearm 
2438,male ,antecubital fossa 
2439,male ,antecubital fossa 
2440,male ,retroauricular crease 
2441,male ,retroauricular crease 
2442,male ,antecubital fossa 
2443,male ,antecubital fossa 
2444,male ,volar forearm 
2445,male ,volar forearm 
2446,male ,nare 
2447,male ,nare 
2448,male ,retroauricular crease 
2449,male ,retroauricular crease 
2450,female ,antecubital fossa 
2451,female ,antecubital fossa 
2452,female ,antecubital fossa 
2453,female ,antecubital fossa 
2454,female ,antecubital fossa 
2455,female ,antecubital fossa 
2456,male ,nare 
2457,male ,nare 
2458,male ,retroauricular crease 
2459,male ,retroauricular crease 
2460,male ,volar forearm 
2461,male ,volar forearm 
2462,male ,antecubital fossa 
2463,male ,antecubital fossa 
2464,male ,antecubital fossa 
2465,male ,antecubital fossa 
2466,male ,antecubital fossa 
2467,male ,antecubital fossa 
2468,male ,antecubital fossa 
2469,male ,antecubital fossa 
2470,male ,volar forearm 
2471,male ,volar forearm 
2472,male ,retroauricular crease 
2473,male ,retroauricular crease 
2474,male ,nare 
2475,male ,nare 
2476,male ,antecubital fossa 
2477,male ,antecubital fossa 
2478,male ,antecubital fossa 
2479,male ,antecubital fossa 
2480,male ,volar forearm 
2481,male ,volar forearm 
2482,male ,retroauricular crease 
2483,male ,retroauricular crease 
2484,male ,nare 
2485,male ,nare 
2486,male ,antecubital fossa 
2487,male ,antecubital fossa 
2488,male ,antecubital fossa 
2489,male ,antecubital fossa 
2490,male ,volar forearm 
2491,male ,volar forearm 
2492,male ,retroauricular crease 
2493,male ,retroauricular crease 
2494,male ,nare 
2495,male ,nare 
2496,female ,antecubital fossa 
2497,female ,antecubital fossa 
2498,female ,antecubital fossa 
2499,female ,antecubital fossa 
2500,female ,volar forearm 
2501,female ,volar forearm 
2502,female ,retroauricular crease 
2503,female ,retroauricular crease 
2504,female ,nare 
2505,female ,nare 
2506,female ,antecubital fossa 
2507,female ,antecubital fossa 
2508,female ,antecubital fossa 
2509,female ,antecubital fossa 
2510,female ,volar forearm 
2511,female ,volar forearm 
2512,female ,retroauricular crease 
2513,female ,retroauricular crease 
2514,female ,nare 
2515,female ,nare 
2516,female ,antecubital fossa 
2517,female ,antecubital fossa 
2518,female ,volar forearm 
2519,female ,volar forearm 
2520,female ,nare 
2521,female ,nare 
2522,female ,antecubital fossa 
2523,female ,antecubital fossa 
2524,female ,volar forearm 
2525,female ,volar forearm 
2526,female ,nare 
2527,female ,nare 
2528,male ,antecubital fossa 
2529,male ,antecubital fossa 
2530,male ,volar forearm 
2531,male ,volar forearm 
2532,male ,nare 
2533,male ,nare 
2534,male ,antecubital fossa 
2535,male ,antecubital fossa 
2536,male ,volar forearm 
2537,male ,volar forearm 
2538,male ,nare 
2539,male ,nare 
2540,male ,antecubital fossa 
2541,male ,antecubital fossa 
2542,male ,volar forearm 
2543,male ,volar forearm 
2544,male ,nare 
2545,male ,nare 
2546,male ,antecubital fossa 
2547,male ,antecubital fossa 
2548,male ,antecubital fossa 
2549,male ,antecubital fossa 
2550,male ,antecubital fossa 
2551,male ,antecubital fossa 
2552,male ,antecubital fossa 
2553,male ,antecubital fossa 
2554,male ,volar forearm 
2555,male ,volar forearm 
2556,male ,volar forearm 
2557,male ,volar forearm 
2558,male ,nare 
2559,male ,nare 
2560,male ,nare 
2561,male ,nare 
2562,male ,retroauricular crease 
2563,male ,retroauricular crease 
2564,male ,retroauricular crease 
2565,male ,retroauricular crease 
2566,male ,antecubital fossa 
2567,male ,antecubital fossa 
2568,male ,antecubital fossa 
2569,male ,antecubital fossa 
2570,male ,antecubital fossa 
2571,male ,antecubital fossa 
2572,male ,antecubital fossa 
2573,male ,antecubital fossa 
2574,male ,volar forearm 
2575,male ,volar forearm 
2576,male ,volar forearm 
2577,male ,volar forearm 
2578,male ,nare 
2579,male ,nare 
2580,male ,nare 
2581,male ,nare 
2582,male ,retroauricular crease 
2583,male ,retroauricular crease 
2584,male ,retroauricular crease 
2585,male ,retroauricular crease 
2586,male ,antecubital fossa 
2587,male ,antecubital fossa 
2588,male ,antecubital fossa 
2589,male ,antecubital fossa 
2590,male ,antecubital fossa 
2591,male ,antecubital fossa 
2592,male ,antecubital fossa 
2593,male ,antecubital fossa 
2594,male ,volar forearm 
2595,male ,volar forearm 
2596,male ,volar forearm 
2597,male ,volar forearm 
2598,male ,retroauricular crease 
2599,male ,retroauricular crease 
2600,male ,retroauricular crease 
2601,male ,retroauricular crease 
2602,male ,nare 
2603,male ,nare 
2604,male ,nare 
2605,male ,nare 
2606,male ,antecubital fossa 
2607,male ,antecubital fossa 
2608,male ,antecubital fossa 
2609,male ,antecubital fossa 
2610,male ,antecubital fossa 
2611,male ,antecubital fossa 
2612,male ,antecubital fossa 
2613,male ,antecubital fossa 
2614,male ,retroauricular crease 
2615,male ,retroauricular crease 
2616,male ,retroauricular crease 
2617,male ,retroauricular crease 
2618,male ,volar forearm 
2619,male ,volar forearm 
2620,male ,volar forearm 
2621,male ,volar forearm 
2622,male ,nare 
2623,male ,nare 
2624,male ,nare 
2625,male ,nare 
2626,male ,antecubital fossa 
2627,male ,antecubital fossa 
2628,male ,antecubital fossa 
2629,male ,antecubital fossa 
2630,male ,antecubital fossa 
2631,male ,antecubital fossa 
2632,male ,antecubital fossa 
2633,male ,antecubital fossa 
2634,male ,volar forearm 
2635,male ,volar forearm 
2636,male ,volar forearm 
2637,male ,volar forearm 
2638,male ,retroauricular crease 
2639,male ,retroauricular crease 
2640,male ,retroauricular crease 
2641,male ,retroauricular crease 
2642,male ,antecubital fossa 
2643,male ,antecubital fossa 
2644,male ,antecubital fossa 
2645,male ,antecubital fossa 
2646,male ,nare 
2647,male ,nare 
2648,male ,nare 
2649,male ,nare 
2650,male ,antecubital fossa 
2651,male ,antecubital fossa 
2652,male ,antecubital fossa 
2653,male ,antecubital fossa 
2654,male ,retroauricular crease 
2655,male ,retroauricular crease 
2656,male ,retroauricular crease 
2657,male ,retroauricular crease 
2658,male ,volar forearm 
2659,male ,volar forearm 
2660,male ,volar forearm 
2661,male ,volar forearm 
2662,male ,nare 
2663,male ,nare 
2664,male ,nare 
2665,male ,nare 
2666,male ,antecubital fossa 
2667,male ,antecubital fossa 
2668,male ,antecubital fossa 
2669,male ,antecubital fossa 
2670,male ,antecubital fossa 
2671,male ,antecubital fossa 
2672,male ,antecubital fossa 
2673,male ,antecubital fossa 
2674,male ,volar forearm 
2675,male ,volar forearm 
2676,male ,volar forearm 
2677,male ,volar forearm 
2678,male ,retroauricular crease 
2679,male ,retroauricular crease 
2680,male ,retroauricular crease 
2681,male ,retroauricular crease 
2682,male ,nare 
2683,male ,nare 
2684,male ,nare 
2685,male ,nare 
2686,male ,antecubital fossa 
2687,male ,antecubital fossa 
2688,male ,antecubital fossa 
2689,male ,antecubital fossa 
2690,male ,volar forearm 
2691,male ,volar forearm 
2692,male ,volar forearm 
2693,male ,volar forearm 
2694,male ,nare 
2695,male ,nare 
2696,male ,antecubital fossa 
2697,male ,antecubital fossa 
2698,male ,#N/A 
2699,male ,#N/A 
2700,male ,nare 
2701,male ,nare 
2702,male ,antecubital fossa 
2703,male ,antecubital fossa 
2704,male ,antecubital fossa 
2705,male ,antecubital fossa 
2706,male ,nare 
2707,male ,nare 
2708,male ,antecubital fossa 
2709,male ,antecubital fossa 
2710,male ,antecubital fossa 
2711,male ,antecubital fossa 
2712,male ,volar forearm 
2713,male ,volar forearm 
2714,male ,volar forearm 
2715,male ,volar forearm 
2716,male ,volar forearm 
2717,male ,volar forearm 
2718,male ,glabella 
2719,male ,glabella 
2720,male ,nare 
2721,male ,nare 
2722,male ,nare 
2723,male ,nare 
2724,male ,#N/A 
2725,male ,#N/A 
2726,male ,antecubital fossa 
2727,male ,antecubital fossa 
2728,male ,antecubital fossa 
2729,male ,antecubital fossa 
2730,male ,nare 
2731,male ,nare 
2732,male ,antecubital fossa 
2733,male ,antecubital fossa 
2734,male ,volar forearm 
2735,male ,volar forearm 
2736,male ,volar forearm 
2737,male ,volar forearm 
2738,male ,volar forearm 
2739,male ,volar forearm 
2740,male ,antecubital fossa 
2741,male ,antecubital fossa 
2742,male ,nare 
2743,male ,nare 
2744,male ,nare 
2745,male ,nare 
2746,male ,#N/A 
2747,male ,#N/A 
2748,male ,antecubital fossa 
2749,male ,antecubital fossa 
2750,male ,nare 
2751,male ,nare 
2752,male ,nare 
2753,male ,nare 
2754,male ,glabella 
2755,male ,glabella 
2756,male ,glabella 
2757,male ,glabella 
2758,male ,glabella 
2759,male ,glabella 
2760,male ,volar forearm 
2761,male ,volar forearm 
2762,male ,glabella 
2763,male ,glabella 
2764,male ,glabella 
2765,male ,glabella 
2766,male ,nare 
2767,male ,nare 
2768,male ,#N/A 
2769,male ,#N/A 
2770,male ,antecubital fossa 
2771,male ,antecubital fossa 
2772,male ,nare 
2773,male ,nare 
2774,male ,nare 
2775,male ,nare 
2776,male ,antecubital fossa 
2777,male ,antecubital fossa 
2778,male ,volar forearm 
2779,male ,volar forearm 
2780,male ,volar forearm 
2781,male ,volar forearm 
2782,male ,volar forearm 
2783,male ,volar forearm 
2784,male ,glabella 
2785,male ,glabella 
2786,male ,nare 
2787,male ,nare 
2788,male ,#N/A 
2789,male ,#N/A 
2790,male ,#N/A 
2791,male ,#N/A 
2792,male ,antecubital fossa 
2793,male ,antecubital fossa 
2794,male ,nare 
2795,male ,nare 
2796,male ,nare 
2797,male ,nare 
2798,male ,antecubital fossa 
2799,male ,antecubital fossa 
2800,male ,volar forearm 
2801,male ,volar forearm 
2802,male ,volar forearm 
2803,male ,volar forearm 
2804,male ,volar forearm 
2805,male ,volar forearm 
2806,male ,antecubital fossa 
2807,male ,antecubital fossa 
2808,male ,volar forearm 
2809,male ,volar forearm 
2810,male ,nare 
2811,male ,nare 
2812,male ,#N/A 
2813,male ,#N/A 
2814,male ,glabella 
2815,male ,glabella 
2816,male ,antecubital fossa 
2817,male ,antecubital fossa 
2818,male ,nare 
2819,male ,nare 
2820,male ,nare 
2821,male ,nare 
2822,male ,antecubital fossa 
2823,male ,antecubital fossa 
2824,male ,volar forearm 
2825,male ,volar forearm 
2826,male ,volar forearm 
2827,male ,volar forearm 
2828,male ,volar forearm 
2829,male ,volar forearm 
2830,male ,antecubital fossa 
2831,male ,antecubital fossa 
2832,male ,glabella 
2833,male ,glabella 
2834,male ,nare 
2835,male ,nare 
2836,male ,#N/A 
2837,male ,#N/A 
2838,male ,glabella 
2839,male ,glabella 
2840,male ,antecubital fossa 
2841,male ,antecubital fossa 
2842,male ,nare 
2843,male ,nare 
2844,male ,nare 
2845,male ,nare 
2846,male ,antecubital fossa 
2847,male ,antecubital fossa 
2848,male ,volar forearm 
2849,male ,volar forearm 
2850,male ,volar forearm 
2851,male ,volar forearm 
2852,male ,volar forearm 
2853,male ,volar forearm 
2854,male ,glabella 
2855,male ,glabella 
2856,male ,nare 
2857,male ,nare 
2858,male ,antecubital fossa 
2859,male ,antecubital fossa 
2860,male ,#N/A 
2861,male ,#N/A 
2862,male ,antecubital fossa 
2863,male ,antecubital fossa 
2864,male ,antecubital fossa 
2865,male ,antecubital fossa 
2866,male ,volar forearm 
2867,male ,volar forearm 
2868,male ,antecubital fossa 
2869,male ,antecubital fossa 
2870,male ,antecubital fossa 
2871,male ,antecubital fossa 
2872,male ,volar forearm 
2873,male ,volar forearm 
2874,female ,antecubital fossa 
2875,female ,antecubital fossa 
2876,female ,antecubital fossa 
2877,female ,antecubital fossa 
2878,female ,volar forearm 
2879,female ,volar forearm 
2880,male ,antecubital fossa 
2881,male ,antecubital fossa 
2882,male ,volar forearm 
2883,male ,volar forearm 
2884,male ,antecubital fossa 
2885,male ,antecubital fossa 
2886,male ,antecubital fossa 
2887,male ,antecubital fossa 
2888,male ,antecubital fossa 
2889,male ,antecubital fossa 
2890,male ,retroauricular crease 
2891,male ,retroauricular crease 
2892,male ,volar forearm 
2893,male ,volar forearm 
2894,male ,antecubital fossa 
2895,male ,antecubital fossa 
2896,male ,antecubital fossa 
2897,male ,antecubital fossa 
2898,male ,volar forearm 
2899,male ,volar forearm 
2900,male ,antecubital fossa 
2901,male ,antecubital fossa 
2902,male ,antecubital fossa 
2903,male ,antecubital fossa 
2904,male ,volar forearm 
2905,male ,volar forearm 
2906,male ,retroauricular crease 
2907,male ,retroauricular crease 
2908,female ,antecubital fossa 
2909,female ,antecubital fossa 
2910,female ,antecubital fossa 
2911,female ,antecubital fossa 
2912,female ,volar forearm 
2913,female ,volar forearm 
2914,female ,antecubital fossa 
2915,female ,antecubital fossa 
2916,female ,antecubital fossa 
2917,female ,antecubital fossa 
2918,female ,volar forearm 
2919,female ,volar forearm 
2920,male ,antecubital fossa 
2921,male ,antecubital fossa 
2922,male ,volar forearm 
2923,male ,volar forearm 
2924,male ,retroauricular crease 
2925,male ,retroauricular crease 
2926,female ,antecubital fossa 
2927,female ,antecubital fossa 
2928,female ,volar forearm 
2929,female ,volar forearm 
2930,female ,popliteal fossa 
2931,female ,popliteal fossa 
2932,female ,retroauricular crease 
2933,female ,retroauricular crease 
2934,female ,antecubital fossa 
2935,female ,antecubital fossa 
2936,female ,volar forearm 
2937,female ,volar forearm 
2938,female ,nare 
2939,female ,nare 
2940,female ,popliteal fossa 
2941,female ,popliteal fossa 
2942,female ,antecubital fossa 
2943,female ,antecubital fossa 
2944,female ,volar forearm 
2945,female ,volar forearm 
2946,female ,popliteal fossa 
2947,female ,popliteal fossa 
2948,female ,nare 
2949,female ,nare 
2950,male ,antecubital fossa 
2951,male ,antecubital fossa 
2952,male ,volar forearm 
2953,male ,volar forearm 
2954,male ,popliteal fossa 
2955,male ,popliteal fossa 
2956,male ,nare 
2957,male ,nare 
2958,male ,antecubital fossa 
2959,male ,antecubital fossa 
2960,male ,volar forearm 
2961,male ,volar forearm 
2962,male ,popliteal fossa 
2963,male ,popliteal fossa 
2964,male ,nare 
2965,male ,nare 
2966,male ,antecubital fossa 
2967,male ,antecubital fossa 
2968,male ,volar forearm 
2969,male ,volar forearm 
2970,male ,popliteal fossa 
2971,male ,popliteal fossa 
2972,male ,nare 
2973,male ,nare 
2974,female ,antecubital fossa 
2975,female ,antecubital fossa 
2976,female ,volar forearm 
2977,female ,volar forearm 
2978,female ,nare 
2979,female ,nare 
2980,female ,popliteal fossa 
2981,female ,popliteal fossa 
2982,female ,antecubital fossa 
2983,female ,antecubital fossa 
2984,female ,volar forearm 
2985,female ,volar forearm 
2986,female ,popliteal fossa 
2987,female ,popliteal fossa 
2988,female ,nare 
2989,female ,nare 
2990,female ,antecubital fossa 
2991,female ,antecubital fossa 
2992,female ,volar forearm 
2993,female ,volar forearm 
2994,female ,popliteal fossa 
2995,female ,popliteal fossa 
2996,female ,nare 
2997,female ,nare 
2998,female ,antecubital fossa 
2999,female ,antecubital fossa 
3000,female ,volar forearm 
3001,female ,volar forearm 
3002,female ,popliteal fossa 
3003,female ,popliteal fossa 
3004,female ,nare 
3005,female ,nare 
3006,male ,antecubital fossa 
3007,male ,antecubital fossa 
3008,male ,volar forearm 
3009,male ,volar forearm 
3010,male ,popliteal fossa 
3011,male ,popliteal fossa 
3012,male ,nare 
3013,male ,nare 
3014,male ,antecubital fossa 
3015,male ,antecubital fossa 
3016,male ,volar forearm 
3017,male ,volar forearm 
3018,male ,nare 
3019,male ,nare 
3020,male ,popliteal fossa 
3021,male ,popliteal fossa 
3022,male ,antecubital fossa 
3023,male ,antecubital fossa 
3024,male ,volar forearm 
3025,male ,volar forearm 
3026,male ,popliteal fossa 
3027,male ,popliteal fossa 
3028,female ,antecubital fossa 
3029,female ,antecubital fossa 
3030,male ,nare 
3031,male ,nare 
3032,female ,volar forearm 
3033,female ,volar forearm 
3034,female ,popliteal fossa 
3035,female ,popliteal fossa 
3036,female ,nare 
3037,female ,nare 
3038,female ,antecubital fossa 
3039,female ,antecubital fossa 
3040,female ,volar forearm 
3041,female ,volar forearm 
3042,female ,popliteal fossa 
3043,female ,popliteal fossa 
3044,female ,nare 
3045,female ,nare 
3046,female ,antecubital fossa 
3047,female ,antecubital fossa 
3048,female ,volar forearm 
3049,female ,volar forearm 
3050,female ,popliteal fossa 
3051,female ,popliteal fossa 
3052,female ,nare 
3053,female ,nare 
3054,male ,antecubital fossa 
3055,male ,antecubital fossa 
3056,male ,volar forearm 
3057,male ,volar forearm 
3058,male ,popliteal fossa 
3059,male ,popliteal fossa 
3060,male ,nare 
3061,male ,nare 
3062,male ,antecubital fossa 
3063,male ,antecubital fossa 
3064,male ,popliteal fossa 
3065,male ,popliteal fossa 
3066,male ,volar forearm 
3067,male ,volar forearm 
3068,male ,nare 
3069,male ,nare 
3070,male ,antecubital fossa 
3071,male ,antecubital fossa 
3072,male ,volar forearm 
3073,male ,volar forearm 
3074,male ,popliteal fossa 
3075,male ,popliteal fossa 
3076,male ,nare 
3077,male ,nare 
3078,female ,antecubital fossa 
3079,female ,antecubital fossa 
3080,female ,volar forearm 
3081,female ,volar forearm 
3082,female ,popliteal fossa 
3083,female ,popliteal fossa 
3084,female ,antecubital fossa 
3085,female ,antecubital fossa 
3086,female ,nare 
3087,female ,nare 
3088,female ,volar forearm 
3089,female ,volar forearm 
3090,female ,popliteal fossa 
3091,female ,popliteal fossa 
3092,female ,nare 
3093,female ,nare 
3094,female ,antecubital fossa 
3095,female ,antecubital fossa 
3096,female ,popliteal fossa 
3097,female ,popliteal fossa 
3098,female ,volar forearm 
3099,female ,volar forearm 
3100,female ,nare 
3101,female ,nare 
3102,male ,antecubital fossa 
3103,male ,antecubital fossa 
3104,male ,volar forearm 
3105,male ,volar forearm 
3106,male ,popliteal fossa 
3107,male ,popliteal fossa 
3108,male ,nare 
3109,male ,nare 
3110,male ,antecubital fossa 
3111,male ,antecubital fossa 
3112,male ,volar forearm 
3113,male ,volar forearm 
3114,male ,popliteal fossa 
3115,male ,popliteal fossa 
3116,male ,nare 
3117,male ,nare 
3118,male ,antecubital fossa 
3119,male ,antecubital fossa 
3120,male ,volar forearm 
3121,male ,volar forearm 
3122,male ,popliteal fossa 
3123,male ,popliteal fossa 
3124,male ,antecubital fossa 
3125,male ,antecubital fossa 
3126,male ,nare 
3127,male ,nare 
3128,male ,volar forearm 
3129,male ,volar forearm 
3130,male ,popliteal fossa 
3131,male ,popliteal fossa 
3132,male ,nare 
3133,male ,nare 
3134,male ,antecubital fossa 
3135,male ,antecubital fossa 
3136,male ,volar forearm 
3137,male ,volar forearm 
3138,male ,popliteal fossa 
3139,male ,popliteal fossa 
3140,male ,antecubital fossa 
3141,male ,antecubital fossa 
3142,male ,nare 
3143,male ,nare 
3144,male ,popliteal fossa 
3145,male ,popliteal fossa 
3146,male ,volar forearm 
3147,male ,volar forearm 
3148,female ,vagina 
3149,female ,vagina 
3150,male ,nare 
3151,male ,nare 
3152,,
3153,,
3154,,
3155,,
3156,,
3157,,
3158,,
3159,,
3160,,
3161,,
3162,,
3163,,
3164,,
3165,,
3166,,
3167,,
3168,,
3169,,
3170,,
3171,,
3172,,
3173,,
3174,,
3175,,
3176,,
3177,,
3178,,
3179,,
3180,,
3181,,
3182,,
3183,,
3184,,
3185,,
3186,,
3187,,
3188,,
3189,,
3190,,
3191,,
3192,,
3193,,
3194,,
3195,,
3196,,
3197,,
3198,,
3199,,
3200,,
3201,,
3202,,
3203,,
3204,,
3205,,
3206,,
3207,,
3208,,
3209,,
3210,,
3211,,
3212,,
3213,,
3214,,
3215,,
3216,,
3217,,
3218,,
3219,,
3220,,
3221,,
3222,,
3223,,
3224,,
3225,,
3226,,
3227,,
3228,,
3229,,
3230,,
3231,,
3232,,
3233,,
3234,,
3235,,
3236,,
3237,,
3238,,
3239,,
3240,,
3241,,
3242,,
3243,,
3244,,
3245,,
3246,,
3247,,
3248,,
3249,,
3250,,
3251,,
3252,,
3253,,
3254,,
3255,,
3256,,
3257,,
3258,,
3259,,
3260,,
3261,,
3262,,
3263,,
3264,,
3265,,
3266,,
3267,,
3268,,
3269,,
3270,,
3271,,
3272,,
3273,,
3274,,
3275,,
3276,,
3277,,
3278,,
3279,,
3280,,
3281,,
3282,,
3283,,
3284,,
3285,,
3286,,
3287,,
3288,,
3289,,
3290,,
3291,,
3292,,
3293,,
3294,,
3295,,
3296,,
3297,,
3298,,
3299,,
3300,,
3301,,
3302,,
3303,,
3304,,
3305,,
3306,,
3307,,
3308,,
3309,,
3310,,
3311,,
3312,,
3313,,
3314,,
3315,,
3316,,
3317,,
3318,,
3319,,
3320,,
3321,,
3322,,
3323,,
3324,,
3325,,
3326,,
3327,,
3328,,
3329,,
3330,,
3331,,
3332,,
3333,,
3334,,
3335,,
3336,,
3337,,
3338,,
3339,,
3340,,
3341,,
3342,,
3343,,
3344,,
3345,,
